yn,id,cg,eg,re,ms,fw,cl,hw,ra,nc,se,ag,wc,ne,oc,dr
no,545298,1.90811561273732,e2,pzv,im,1.1495056,1.40865869992873,3.16,kvy,0.6,vrm,0.387290745222102,pv,kcr,ey,oi
no,311087,1.92929999067834,e2,wto,kh,0.65229083,1.42366583901869,3.61,kvy,0.3,vrm,0.399999810107415,xv,kcr,lr,oi
no,21038,1.52100808077806,e2,pzv,hf,2.465,1.37349274098506,1,kvy,0.3,jtl,0.3155872226109,xv,kcr,wg,qe
no,319421,1.61272204718927,e2,wto,lz,0.10169908,1.35212910384574,3.16,kvy,0.2,vrm,0.316233693171678,xv,ydq,al,oi
no,32418,1.49538809528698,e2,pzv,kh,0.27773516,1.37349274098506,0,kvy,0,vrm,0.3155872226109,pv,ydq,jl,oi
yes,298817,2.50479971541887,e2,wto,kh,0.27579519,1.50050856339414,3.61,kvy,0.8,vrm,0.489900191478104,xv,jle,lr,qe
no,492340,1.40031074504015,e2,wib,lz,0.74966128,1.36054757138567,0,kvy,0.2,vrm,0.39937810198432,pv,kcr,pw,oi
yes,66644,1.84101445393865,e2,wto,lz,1.1604122,0,3.61,gmp,0.8,vrm,0.374163042929554,xv,jle,lr,oi
no,309847,1.71777492112884,e2,pzv,im,2.112854,1.38145354219017,3.16,kvy,0.2,vrm,0.316233693171678,pv,ydq,ey,oi
yes,338715,2.37876366396202,e2,wto,im,0.70442713,1.43417163751852,3.32,kvy,0.6,jtl,0.500000249938842,xv,kcr,lr,qe
no,251892,1.73777816307264,e2,pzv,ls,0.60996735,1.36659727481154,3.46,kvy,0.5,vrm,0.374163042929554,pv,jle,jl,oi
no,412090,1.88180269691611,e2,wto,hf,0.40131362,1.39623315302532,3.46,gmp,1.5,vrm,0.399999810107415,xv,ydq,lr,oi
no,163994,1.83413085579106,e2,pzv,im,1.4636272,1.4,2.45,kvy,0.4,vrm,0.424268256506693,xv,jle,al,qe
no,237474,1.63847206971091,e2,wto,lz,1.5078171,1.30165286227764,3,gmp,0.1,vrm,0.316233693171678,xv,jle,al,qe
no,186951,1.9485612763767,e2,wto,ls,0.24181249,1.34249303370383,3.32,tdg,1,vrm,0.399999810107415,xv,jle,lr,oi
yes,236627,1.84194405897981,e2,wto,hf,1.3021993,1.3130503187893,3.61,gmp,0.3,vrm,0.316233693171678,xv,kcr,lr,oi
no,520153,1.73804919514362,e2,pzv,hf,2.2037661,1.38145354219017,3,kvy,0.4,jtl,0.374163042929554,pv,rql,ey,oi
yes,562401,1.6957726144594,e8,wto,ls,1.243311,1.38871426075343,3.16,gmp,0.4,vrm,0.374163042929554,pv,ydq,ey,oi
no,524514,1.87549073986852,e2,wib,kh,1.379182,1.35356244766336,3.46,kvy,1.3,vrm,0.374163042929554,xv,rql,lr,oi
no,282632,1.93819510603444,e2,pzv,lz,0.94417955,1.31447650099809,3.74,kvy,0.3,vrm,0.399999810107415,xv,ydq,rk,oi
no,241398,1.65218220288894,e2,wto,lz,0.22187168,1.36152336965101,3,kvy,0,vrm,0.316233693171678,xv,jle,al,oi
yes,452095,1.72150378362032,e2,wto,kh,2.2449127,1.35985515194495,3.46,gmp,1.2,vrm,0.316233693171678,xv,kcr,lr,oi
no,466025,1.88448142845134,e2,pzv,lz,0.61918334,1.33615336831498,3.16,kvy,0,vrm,0.387290745222102,pv,ydq,lr,oi
yes,457607,1.78919715964396,e2,pzv,ls,0.38726095,1.35777657277843,2.24,kvy,1.8,jtl,0.422013980029279,li,kcr,lr,oi
yes,63483,1.69962256224188,e2,wto,im,0.64012718,1.35212910384574,3.61,kvy,0.4,jtl,0.316233693171678,pv,ydq,pw,oi
no,236290,1.67633585458372,e2,wto,im,1.7171783,1.36152336965101,3.16,gmp,0.2,vrm,0.316233693171678,xv,jle,lr,oi
no,550644,1.4448904784984,e2,wib,lz,1.2943225,0,0,kvy,0.2,vrm,0.386904977986405,xv,kcr,al,oi
no,209621,1.80751194044269,e2,wto,kh,2.0109552,1.39077457234884,3.74,tdg,0,vrm,0.374163042929554,xv,ydq,lr,oi
no,539584,1.47381913841926,e2,wib,im,0.075573321,1.36193971539775,1.73,gmp,0,jtl,0.316072512997894,pv,ydq,jl,oi
yes,265949,3.30228659056731,e2,wto,kh,2.8392335,1.46797591129154,3.32,kvy,1.2,vrm,0.663320030098356,xv,kcr,lr,oi
no,243049,1.87895551349862,e2,wto,lz,0.072697452,1.32923559704322,3.74,kvy,0.2,vrm,0.399999810107415,gf,ydq,lr,oi
no,214406,1.76585772042918,e2,pzv,kh,1.7751237,1.37549260872163,3.46,kvy,0.3,vrm,0.316233693171678,pv,kcr,jl,oi
no,139539,1.42609839581729,e2,wto,ls,0.93079173,1.3626328467595,0,kvy,0.3,vrm,0.372697718414826,xv,jle,al,oi
no,465013,1.66809627230385,e2,wto,kh,1.7065261,1.39750116090345,2.45,gmp,1.1,vrm,0.399999810107415,xv,ydq,lr,oi
no,172285,1.76847343030973,e2,wto,im,1.2526012,1.38508914756918,3.16,gmp,0.1,jtl,0.374163042929554,xv,ydq,al,oi
yes,482181,1.62805492465484,e2,wto,lz,1.4468379,1.32046917387133,2.83,tdg,1.5,vrm,0.374163042929554,xv,kcr,sb,oi
yes,373354,2.58230262421258,e2,pzv,lz,0.37705554,0,3.61,kvy,0.2,vrm,0.565687580458434,xv,rql,lr,oi
no,314720,1.589593951703,e2,wto,im,1.1489466,1.35833462460462,2.65,gmp,0.5,vrm,0.316233693171678,xv,ydq,al,oi
yes,371965,2.44302127838209,e2,wto,lz,10.772051,1.38730202183784,3.74,kvy,0.4,vrm,0.447214229441579,xv,kcr,lr,qe
no,387511,1.8801367303054,e2,pzv,lz,0.5090171,1.34204782708102,3.61,kvy,0.2,vrm,0.374163042929554,gf,rql,al,oi
no,171638,1.67966284342698,e2,wto,ls,1.5954648,1.38871426075343,3,gmp,0,vrm,0.374163042929554,xv,jle,al,oi
no,433515,1.84943500840503,e2,wto,lz,3.8197398,0,3.74,kvy,0.1,vrm,0.374163042929554,xv,jle,al,oi
no,470844,1.64874159817624,e2,wib,kh,0.29038547,1.30707373735466,3,kvy,0.2,vrm,0.316233693171678,xv,kcr,lr,oi
no,358895,1.72315139870531,e2,ldi,kh,1.8353915,1.43022409920542,3,kvy,0.6,vrm,0.374163042929554,pv,jle,al,qe
yes,496623,2.06442670072629,e2,wto,hf,1.1111427,1.38730202183784,3.74,gmp,0.5,vrm,0.399999810107415,xv,ydq,al,oi
yes,280892,1.77510171408067,e1,wto,lz,0.31202155,1.32000313225935,2.83,gmp,0.2,vrm,0.399999810107415,gf,jle,al,oi
no,432580,1.77781424453416,e2,wto,im,2.2336776,1.39370431968188,3.16,kvy,0.3,vrm,0.374163042929554,xv,kcr,lr,oi
no,206952,1.76459248307235,e6,pzv,lz,2.5610225,1.30332300655734,3.74,kvy,0.2,vrm,0.316233693171678,xv,jle,al,oi
no,458146,1.69704675487794,e2,wto,lz,0.58233805,1.36193971539775,3.61,kvy,0.6,vrm,0.316233693171678,pv,kcr,jz,oi
no,14731,1.44035013012076,e2,wib,im,0.03420909,1.3653764296666,0,kvy,0.3,jtl,0.386904977986405,pv,jle,pw,oi
no,63911,1.88169471056691,e2,pzv,lz,0.36015049,1.40620761932421,3,tdg,0.1,vrm,0.445983190593473,xv,kcr,al,oi
no,386531,1.76603853335919,e2,pzv,kh,1.5191051,1.35985515194495,3.46,gmp,0.6,vrm,0.374163042929554,pv,kcr,ey,oi
no,84849,1.84332004773367,e2,wto,lz,2.8135786,1.38508914756918,3.46,kvy,0.2,vrm,0.374163042929554,xv,kcr,al,oi
no,239638,1.92119038602028,e2,wto,ow,1.6297374,1.39623315302532,3.61,kvy,0.7,vrm,0.399999810107415,xv,ydq,lr,qe
yes,346286,2.14366850185129,e8,pzv,ow,1.0045136,1.44408052336952,3.46,gmp,1.8,jtl,0.447214229441579,pv,ydq,ey,oi
yes,416724,2.10548118233486,e2,pzv,kh,1.6456496,1.4,3.61,kvy,0.3,vrm,0.424268256506693,xv,jle,lr,oi
no,276118,1.70012521537626,e2,pzv,ow,4.1527628,1.39432746911533,3.46,kvy,0,vrm,0.316233693171678,pv,ydq,lr,oi
yes,309116,1.80911390182919,e2,wto,lz,1.144735,0,3.61,gmp,0.6,vrm,0.316233693171678,xv,ydq,al,oi
no,81031,1.77130222980544,e2,wto,ow,0.4656204,1.37549260872163,3.46,gmp,0.4,vrm,0.374163042929554,xv,kcr,al,oi
yes,456453,1.86019201257782,e2,wto,lz,1.4386905,1.29731409223815,3.61,kvy,0.6,vrm,0.374163042929554,pv,jle,lr,oi
yes,423330,2.95211243373591,e2,pzv,im,1.8066094,0,3.46,kvy,0,vrm,0.818530805211027,xv,ydq,lr,oi
no,108732,1.68776991642077,e2,pzv,lz,0.51521717,1.33764109120027,2.83,kvy,0.3,vrm,0.399999810107415,xv,rql,al,oi
no,303941,1.70667374050723,e2,ldi,lz,1.7523786,1.42130792671633,2.83,gmp,0.2,vrm,0.374163042929554,pv,ydq,ey,qe
yes,177147,1.97581051256482,e2,wto,ls,2.9673851,0,3.46,kvy,0.7,vrm,0.399999810107415,xv,jle,lr,oi
no,578263,1.85855029858401,e2,pzv,lz,1.9744847,1.37682096419753,3.74,tdg,0.2,vrm,0.316233693171678,pv,ydq,jz,oi
no,529386,1.46866379134889,e2,wib,kh,2.1052659,1.36743077068697,0,gmp,0.3,vrm,0.316072512997894,pv,ydq,ey,oi
no,493281,1.93253305780123,e2,wto,kh,5.7679672,1.37308776334442,3.16,gmp,0,vrm,0.399999810107415,pv,kcr,ey,oi
no,428381,1.56923530660263,e2,wto,im,2.5951095,1.36124185323127,2.24,kvy,0.7,vrm,0.374163042929554,xv,ydq,lr,oi
no,84526,1.51704301961227,e2,wto,kh,0.043108811,1.36400431446099,1.41,kvy,0.9,vrm,0.316072512997894,li,kcr,al,oi
no,408176,1.52651241481468,e2,wto,kh,1.7222881,1.30414353387664,1.41,kvy,0,vrm,0.316072512997894,xv,ydq,al,oi
no,44813,1.68961373138755,e2,wto,ls,0.63233294,1.36674564363031,3.16,gmp,0.3,vrm,0.316233693171678,xv,kcr,al,oi
no,79486,1.7417564237298,e2,wto,ow,2.5689618,1.3708045390152,3.16,kvy,0,vrm,0.399999810107415,xv,jle,al,oi
no,429258,1.61843165987351,e2,wto,hf,1.6495614,0,2.45,kvy,0.5,vrm,0.316072512997894,xv,kcr,al,oi
no,5337,1.57277125198,e8,wto,im,3.8475371,1.36152336965101,2.45,tdg,0,vrm,0.316233693171678,pv,kcr,al,qe
yes,494078,2.06540672825863,e2,wto,yd,0.96579252,1.32985250329769,3.74,ojk,1.4,vrm,0.374163042929554,xv,jle,lr,oi
no,540979,1.88693771471571,e2,wto,lz,1.3057715,0,3.74,kvy,0.3,vrm,0.399999810107415,xv,ydq,al,oi
no,587067,1.95159000017771,e2,wto,kh,2.2630319,1.39623315302532,3.61,gmp,0,vrm,0.399999810107415,xv,ydq,al,oi
no,587280,1.68698206652786,e2,wto,lz,1.6291498,1.30165286227764,3.46,kvy,0,vrm,0.316233693171678,xv,kcr,lr,oi
no,503521,1.88433147393823,e2,wto,lz,1.4998469,1.31033074881425,3.74,gmp,0.2,vrm,0.316233693171678,xv,jle,al,oi
no,33970,1.49656071528018,e2,wib,im,0.69585237,1.3687910327232,0,kvy,0.2,vrm,0.399506082093302,pv,kcr,pw,oi
no,239429,1.71050634281873,e6,pzv,kh,1.8458201,1.39432746911533,3.32,kvy,0.1,vrm,0.316233693171678,pv,ydq,ey,oi
no,414432,1.4751732709478,e2,wto,im,3.8216648,1.36674564363031,0,kvy,0.5,vrm,0.399754899933854,xv,ydq,al,oi
no,584538,1.66799522972837,e2,pzv,kh,0.25324754,1.30332300655734,3.32,kvy,0,vrm,0.316233693171678,xv,kcr,al,oi
yes,369380,1.59779153742504,e6,wto,lz,1.4608379,0,2.24,kvy,0.2,jtl,0.399999810107415,li,ydq,al,oi
no,554056,1.53460767180567,e2,pzv,kh,0.25733468,1.3687910327232,1.41,kvy,0.2,vrm,0.3155872226109,pv,kcr,jz,qe
no,9559,1.73731637097018,e2,wto,hf,1.8370249,1.39267989076105,3.32,gmp,0.2,vrm,0.374163042929554,pv,jle,jl,oi
no,154455,2.01877067217773,e2,pzv,kh,1.7664562,1.35426212104138,3.61,kvy,0.4,vrm,0.424268256506693,pv,ydq,ey,oi
no,274619,1.67597118742282,e2,wto,im,0.78242932,1.36152336965101,3.16,tdg,0.2,vrm,0.316233693171678,pv,kcr,al,oi
no,23420,1.98217497144944,e2,wto,ay,0.93019649,1.37308776334442,3.32,kvy,0.2,vrm,0.399999810107415,pv,rql,pw,oi
no,347898,1.67591183205833,e2,wib,kh,10.74351,1.35833462460462,3.46,kvy,0,vrm,0.316233693171678,xv,jle,lr,oi
no,211662,1.85992479461678,e2,pzv,hf,0.089274014,1.40175026249348,3.61,kvy,0.7,vrm,0.399999810107415,xv,jle,lr,oi
yes,395697,2.23654263865698,e2,pzv,ay,0.40031723,1.3255807431825,3.74,ojk,1.8,jtl,0.447214229441579,xv,ydq,lr,oi
no,493703,1.63684511541178,e2,wto,ow,2.168193,1.36633695861022,2.45,gmp,0,vrm,0.399999810107415,xv,ydq,lr,oi
no,561441,1.71312430508456,e2,wto,lz,0.51371727,1.36633695861022,3,kvy,0,vrm,0.399999810107415,pv,kcr,al,oi
no,386851,1.62296597057217,e2,pzv,lz,0.74223944,1.39750116090345,1,kvy,0.2,vrm,0.408404143265358,xv,ydq,al,oi
no,479809,1.62584009195759,e2,wto,kh,2.1289099,1.35212910384574,3.16,kvy,0.2,vrm,0.316233693171678,xv,jle,al,oi
no,447389,1.54296481842624,e2,wto,kh,1.9942561,1.33689605839636,2,gmp,0.2,vrm,0.316072512997894,xv,jle,al,qe
yes,116992,2.20625884998963,e2,pzv,im,2.9572642,1.4,3.74,kvy,0.2,vrm,0.447214229441579,xv,kcr,lr,qe
no,337281,1.53912819340002,e2,wto,ls,1.4744745,1.36743077068697,1.73,gmp,0.5,vrm,0.316072512997894,pv,ydq,sb,oi
yes,393505,2.61058775981018,e2,pzv,ls,2.4986499,1.42894527602834,3.61,kvy,0,vrm,0.547718551740173,xv,ydq,lr,oi
no,302436,1.91349141078258,e2,wto,lz,1.2660019,1.33015733353203,3.74,gmp,0,vrm,0.374163042929554,xv,ydq,al,oi
no,351437,1.78691153330401,e2,wto,ls,3.1900064,1.40620761932421,3.16,kvy,1.6,vrm,0.447214229441579,pv,ydq,jz,oi
yes,288942,1.90718448886641,e6,wto,im,1.0341735,1.36743077068697,3.61,gmp,1.5,vrm,0.316233693171678,pv,jle,ey,oi
yes,177122,1.69130877324008,e2,ldi,lz,0.34554333,1.32710202178165,2.83,kvy,0.3,jtl,0.374163042929554,xv,ydq,wg,oi
no,279686,1.52454391097874,e2,wib,lz,0.43782614,1.28878200035278,2.24,kvy,0,vrm,0.316233693171678,xv,ydq,wg,oi
no,330546,1.69772206712828,e2,wto,kh,0.47677748,1.35833462460462,3.46,gmp,0,vrm,0.316233693171678,xv,kcr,al,oi
no,310534,1.64269149172658,e2,ldi,lz,0.12785041,1.40249057967174,2.83,kvy,0.6,vrm,0.360547810422435,xv,ydq,al,oi
no,541056,1.70658441628596,e2,pzv,kh,1.6843274,1.3924303524012,3,kvy,0.1,vrm,0.374163042929554,xv,jle,al,oi
yes,200359,1.5671624424298,e2,wib,lz,1.5505072,1.28878200035278,2.65,gmp,0.6,jtl,0.316233693171678,li,ydq,lr,oi
no,89931,1.73806555027355,e2,wto,lz,1.05438,1.39750116090345,2.83,kvy,0.2,vrm,0.399999810107415,pv,kcr,ey,oi
yes,523585,1.69734073687669,e2,pzv,kh,2.0056945,1.328638048868,3,kvy,0.3,jtl,0.374163042929554,xv,kcr,lr,oi
no,455244,1.65829138863155,e2,wib,kh,0.92474484,1.37483164442015,3.46,kvy,0.3,vrm,0.316233693171678,xv,jle,al,oi
no,73363,1.63060915252827,e2,wto,lz,3.1685804,1.38871426075343,2.83,gmp,0.6,vrm,0.316233693171678,xv,kcr,lr,qe
no,108379,1.647959682648,e2,wto,lz,0.071733977,1.39267989076105,2.65,tdg,0.2,vrm,0.374163042929554,pv,kcr,ey,oi
no,143302,1.70554383893272,e2,wib,im,1.8428049,1.37442547314151,3.16,gmp,0.4,vrm,0.316072512997894,pv,jle,ey,oi
no,577644,1.5875536085022,e2,ldi,ow,3.2725511,0,0,kvy,0.7,vrm,0.632138734259872,li,ydq,rk,oi
no,475303,1.43552450474991,e2,wib,lz,0.085807899,1.29513066169186,0,gmp,0.5,vrm,0.316072512997894,xv,kcr,wg,qe
no,25898,1.90046999779473,e2,wto,ls,0.28885491,1.42952686465209,3,gmp,0.5,vrm,0.447214229441579,xv,jle,lr,oi
no,398548,1.53120537472892,e2,wto,kh,2.9047023,1.3626328467595,1,gmp,0.7,vrm,0.399754899933854,xv,kcr,jz,qe
yes,213557,1.91917678080439,e2,pzv,ls,2.6449032,1.40865869992873,3.16,kvy,0.3,vrm,0.387290745222102,pv,jle,ey,oi
no,178815,1.73086776232573,e2,wto,kh,0.40909515,1.38871426075343,3.16,kvy,0,vrm,0.374163042929554,xv,jle,al,oi
no,139981,1.82823839557854,e2,wto,hf,3.1147134,1.40620761932421,3.32,kvy,0.2,vrm,0.447214229441579,xv,kcr,lr,oi
yes,376451,1.90217953637672,e2,wto,kh,2.3359471,1.38209457532609,3.16,kvy,0.3,vrm,0.387290745222102,xv,kcr,lr,oi
yes,570859,2.03393364609892,e3,wto,lz,1.4846398,1.46206901904598,1.73,kvy,1.2,vrm,0.591602217232959,cz,rql,lr,qe
yes,485668,1.61274215110607,e2,wib,lz,5.941745,1.30707373735466,3,gmp,0.3,vrm,0.316233693171678,pv,rql,lr,oi
yes,57225,1.88346293798512,e6,ldi,ow,1.4097886,1.33615336831498,3.16,kvy,0,jtl,0.424268256506693,xv,rql,lr,qe
yes,374376,2.23591874274639,e2,pzv,ow,5.3364781,1.4,3.74,kvy,0.3,jtl,0.447214229441579,pv,kcr,lr,oi
no,470988,1.64905477923415,e2,pzv,ls,0.88307401,1.35637170107581,1.41,kvy,0.9,vrm,0.446996355902661,xv,jle,lr,qe
no,251639,1.79338639008458,e2,wto,kh,0.31916262,1.36633695861022,3.32,kvy,0.5,vrm,0.399999810107415,xv,jle,lr,oi
no,478951,1.80981476169285,e2,pzv,lz,0.0012894777,1.37947448834517,3.74,kvy,0.2,vrm,0.316233693171678,pv,ydq,ey,oi
yes,524915,2.41914127130871,e2,pzv,lz,2.862709,1.43851151834198,3.74,gmp,0.2,vrm,0.500000249938842,xv,rql,al,oi
no,432502,1.89476398655593,e2,pzv,yd,0.36470592,1.41856752389319,2.83,kvy,0,vrm,0.424268256506693,pv,ydq,ey,qe
no,118404,1.90545729462601,e2,pzv,kh,1.5341534,1.39039128431545,3.61,kvy,0.1,vrm,0.374163042929554,xv,kcr,al,qe
no,560120,1.61526590802428,e2,wto,kh,4.6380476,1.36850751819221,2.83,kvy,0.8,vrm,0.316233693171678,li,ydq,ry,oi
no,42407,1.60919209749758,e2,wib,ow,2.3752433,1.28878200035278,3.16,kvy,0.6,vrm,0.316233693171678,xv,jle,al,oi
no,110338,1.70811068443324,e2,wto,kh,3.7055638,1.34351494443522,2.65,kvy,1.1,vrm,0.374163042929554,xv,rql,lr,oi
no,1241,1.61909362494719,e2,wto,lz,0.36658547,1.36193971539775,2.83,kvy,0.8,vrm,0.316233693171678,xv,jle,lr,oi
no,552505,1.94346933570931,e2,ldi,kh,2.7683336,1.43080600419871,3.46,kvy,0.1,vrm,0.424268256506693,xv,ydq,al,oi
no,440745,1.66900449350363,e2,wto,hf,0.83813221,1.39750116090345,2.45,kvy,0.4,vrm,0.374163042929554,pv,ydq,jz,oi
no,494539,1.66591453114982,e2,wto,im,2.4666154,1.36152336965101,3,kvy,0.1,vrm,0.316233693171678,xv,kcr,lr,qe
no,195919,1.76094701045401,e2,wto,im,3.1156381,1.39370431968188,3.16,kvy,0,vrm,0.374163042929554,xv,kcr,al,oi
no,147959,1.68244685463748,e2,wto,lz,0.20663248,1.36152336965101,3.16,gmp,0.1,vrm,0.316233693171678,xv,jle,al,oi
yes,457521,1.64242102328237,e2,wib,kh,0.47747241,1.37483164442015,3.32,kvy,0.6,vrm,0.316233693171678,xv,ydq,al,oi
no,6545,2.10949205448792,e2,pzv,ay,2.0758833,1.41856752389319,3.61,kvy,1.2,vrm,0.424268256506693,cz,kcr,jl,oi
no,403208,1.69295585062649,e2,wto,ls,0.50518051,1.36152336965101,3.32,kvy,1,vrm,0.316233693171678,pv,ydq,sb,qe
no,264082,1.81182768666538,e2,wto,kh,0.49963162,0,3.61,kvy,0.2,vrm,0.374163042929554,xv,ydq,al,oi
no,36883,1.8694813955019,e2,wto,ls,0.48165521,0,3.61,kvy,0.6,vrm,0.399999810107415,pv,kcr,lr,qe
yes,186569,2.07746559029253,e2,wto,hf,0.5118979,1.42952686465209,3.32,kvy,0.4,vrm,0.447214229441579,pv,ydq,pw,oi
no,129364,1.93957754470842,e2,pzv,ow,0.68676764,1.37749927457546,3.32,kvy,1.4,vrm,0.447214229441579,xv,ydq,lr,oi
no,71125,1.74216508686108,e2,wto,lz,1.8424179,1.37549260872163,3.46,kvy,1.3,vrm,0.374163042929554,xv,ydq,lr,qe
no,199060,1.79967638685606,e2,wto,lz,0.97640231,1.38601092046659,3.32,kvy,0.8,vrm,0.374163042929554,xv,ydq,al,oi
no,125075,1.6907082740202,e2,pzv,lz,0.038073109,1.328638048868,3,kvy,0.3,vrm,0.374163042929554,xv,jle,al,oi
no,551969,1.71524574560025,e2,pzv,lz,0.45227928,1.36659727481154,3.32,kvy,0.1,vrm,0.374163042929554,pv,kcr,al,qe
no,36874,1.69542130568583,e2,wto,kh,0.54585399,1.36850751819221,3.32,gmp,0.6,vrm,0.316233693171678,xv,kcr,lr,oi
no,422849,1.78234704951292,e2,wib,im,0.27026686,1.37947448834517,3.16,kvy,0.3,jtl,0.399999810107415,pv,ydq,jl,oi
no,161432,1.78359714439191,e2,pzv,lz,0.89812611,1.3780273377427,3.16,gmp,0,vrm,0.399999810107415,gf,ydq,al,qe
yes,573871,1.66083965246083,e5,wto,lz,0.87439429,1.38613600886311,2.65,kvy,0.3,vrm,0.374163042929554,xv,ydq,ey,oi
no,436561,1.85029959135718,e2,pzv,hf,2.6440423,1.3780273377427,3.46,kvy,0.6,vrm,0.399999810107415,pv,jle,ey,oi
no,30782,1.7023759375221,e2,wto,kh,1.4774227,1.41291275754896,2.65,kvy,0.1,vrm,0.424268256506693,xv,ydq,al,oi
no,185609,1.78774164517205,e2,pzv,kh,2.5950352,1.39370431968188,3.46,kvy,0.6,vrm,0.399999810107415,pv,kcr,jz,oi
yes,79820,2.36527924606348,e2,wto,yd,1.267157,1.37947448834517,3.61,kvy,1.8,vrm,0.447214229441579,xv,ydq,lr,qe
no,554820,1.49043322139183,e2,wib,lz,0.541661,1.33076174162489,1.41,kvy,1.3,vrm,0.316233693171678,xv,kcr,lr,oi
no,291428,1.74533777457807,e2,wto,kh,1.1814487,1.3788221115358,2.83,kvy,0.7,vrm,0.374163042929554,xv,ydq,lr,oi
no,374726,1.65035199806184,e2,wib,lz,1.9232943,1.37483164442015,3.32,kvy,0.3,vrm,0.316233693171678,xv,kcr,lr,oi
no,399432,1.59341076654363,e2,ldi,kh,5.5538072,1.41665867420198,2.45,kvy,0.5,vrm,0.374163042929554,xv,kcr,lr,qe
yes,3393,1.84942750574765,e2,wto,hf,0.44213766,1.42720121647415,3.32,kvy,1.2,vrm,0.399999810107415,pv,ydq,ey,oi
no,94144,1.71495909089388,e7,pzv,kh,1.0302678,1.30332300655734,3.61,kvy,0.4,vrm,0.316233693171678,xv,kcr,al,qe
no,232698,1.74925130631505,e2,wib,lz,3.1222206,1.36152336965101,3.74,kvy,0.3,vrm,0.316233693171678,pv,ydq,lr,oi
no,524847,1.69191165864181,e2,wib,yd,1.5465713,1.37947448834517,2.83,kvy,0.6,vrm,0.316233693171678,pv,ydq,ey,oi
yes,202533,1.69901366881476,e6,wto,im,1.5273634,1.40743963312431,2,kvy,0.2,vrm,0.399506082093302,li,kcr,lr,oi
no,228875,1.63924310971689,e2,pzv,im,0.84387771,1.3687910327232,3.16,kvy,0.5,vrm,0.316233693171678,xv,rql,al,oi
no,261327,1.76366934542793,e2,wto,lz,0.88516211,1.32140376978623,3.16,kvy,0.2,vrm,0.374163042929554,xv,jle,al,oi
no,62181,1.94822431870096,e2,pzv,lz,2.4793776,0,3.74,kvy,0,vrm,0.424268256506693,xv,ydq,al,oi
no,524989,1.64298401464935,e6,wto,lz,0.14910775,1.38871426075343,2.65,gmp,0.2,vrm,0.316233693171678,xv,kcr,ey,oi
no,63497,1.96292034312281,e2,pzv,lz,5.7420229,1.32755790370472,3.61,kvy,0.3,vrm,0.374163042929554,pv,kcr,al,oi
no,545126,1.61989037745413,e2,wib,kh,0.79677768,1.30707373735466,3,gmp,0.3,vrm,0.316233693171678,xv,ydq,al,oi
no,461500,1.94508863473288,e2,pzv,im,1.6964411,1.35184427947501,3.16,kvy,0.3,vrm,0.424268256506693,xv,ydq,lr,qe
no,6131,1.76988090284178,e2,pzv,kh,0.15837083,1.39370431968188,3.46,gmp,0.6,vrm,0.399999810107415,xv,ydq,lr,oi
yes,563045,2.08249256173829,e2,wto,kh,2.0534558,1.42837197773013,3.16,kvy,1.2,jtl,0.489900191478104,xv,ydq,al,qe
no,45182,1.84911307928901,e2,wto,kh,1.136995,1.32140376978623,3.61,kvy,0.1,vrm,0.374163042929554,pv,kcr,jl,oi
no,544692,1.57454844515633,e6,wib,lz,2.8640096,1.35833462460462,2.65,kvy,0.4,vrm,0.316233693171678,li,jle,al,oi
no,196458,1.59911356873469,e4,wto,lz,0.4036773,0,2.45,tdg,0.4,vrm,0.316072512997894,xv,jle,al,oi
no,27723,1.64760903176212,e2,wto,ow,1.4656823,1.28878200035278,3.16,kvy,0,jtl,0.316233693171678,li,kcr,lr,oi
no,120773,1.67244189092382,e2,pzv,kh,4.0489565,1.33000898802731,2,gmp,0.3,vrm,0.408404143265358,xv,ydq,jz,oi
no,138401,1.751227341725,e2,wto,lz,0.31726436,1.28878200035278,3.61,gmp,0.4,vrm,0.316233693171678,pv,jle,al,oi
no,413983,1.65868938371697,e2,wib,hf,0.14490871,1.37442547314151,2.83,kvy,0,vrm,0.316072512997894,pv,kcr,jl,oi
no,379099,1.74523438743926,e2,pzv,kh,2.3090266,1.33000898802731,2.45,kvy,1.3,vrm,0.408404143265358,li,kcr,lr,oi
no,544523,1.68190824006956,e2,wto,kh,0.030910752,1.36193971539775,3.46,gmp,0.1,vrm,0.316233693171678,xv,jle,al,oi
no,69762,1.7518142609822,e2,wto,lz,3.9610015,1.38171036006786,3.16,kvy,0.1,vrm,0.399871846979977,xv,kcr,al,oi
no,447712,1.46181871416742,e2,wib,ls,0.80058914,0,0,kvy,1.2,vrm,0.422013980029279,xv,kcr,al,qe
no,76401,1.78279459656206,e2,wto,kh,6.3603637,1.32140376978623,3.32,gmp,0.9,vrm,0.374163042929554,xv,kcr,lr,qe
no,73213,1.74420852979542,e2,wto,kh,1.9009326,1.39750116090345,3,gmp,0.5,vrm,0.399999810107415,xv,ydq,al,oi
yes,168007,1.97703826472375,e8,pzv,im,0.50657615,1.3255807431825,3,kvy,1.3,jtl,0.424268256506693,xv,ydq,wg,oi
no,301276,1.7924912341086,e2,pzv,im,0.48837148,1.3780273377427,3.32,kvy,0,vrm,0.399999810107415,pv,jle,jz,qe
no,269019,1.71526960599049,e2,pzv,kh,3.6404937,1.35833462460462,3.61,gmp,0.3,vrm,0.316233693171678,pv,ydq,pw,oi
